stt,ma_sp_xk,ten_sp_xk,dvt_sp,ma_nvl,ten_nvl,dvt_nvl,dinh_muc_thuc_te,ghi_chu,flag_review
17604,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000209421,氣泡袋;車架;;450X850X1400;;,EA,0.770833,E15,
17605,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000212388,固定片;鋼索頭;;45#;19.5x19x8T;電著黑;GM40;,EA,1.0,,
17606,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000214669,SLEEVE;背墊;;20#;;GM40;Φ18x53;;,EA,2.0,,
17607,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000216133,配重塊;;10.4KG;;黑色沙紋漆;HT200;GM61;,EA,1.0,,
17608,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000217603,止檔片;感應線;;SPHC;29x9x0.5;鍍白鋅;GM40;,EA,3.0,,
17609,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000230613,套筒;滑輪;;20#;;GM59;;,EA,0.999201,,
17610,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000230891,螺絲;止付;M10x1.5Px65L;-;六角承窩;-;-;特製;-;平頂,EA,0.999037,,
17611,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000233200,塑膠蓋;腳墊;下;NBR橡膠;純黑色;;GM59;,EA,6.040902,,
17612,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000334511,橡膠腳墊;基座;;PVC;黑色/Black C;Ø80*12;GM40;,EA,1.017536,,
17613,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000344796,絕緣片;PET;12Wx40Lx0.2T;GM電池盒用;GM40;,EA,1.018823,,
17614,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000346841,擋板;軸承;;SPHC;∅35.0x5.0T;;GM124;滾花,EA,3.939296,,
17615,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000363760,警告貼標;車架;;;PC;;英文;GM40;,EA,1.013509,,
17616,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000374182,螺絲;止付;M8X1.25PX20L;;六角承窩;;達克羅;耐落;G12.9;,EA,1.0,E15,
17617,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000385449,定位銷;止擋;;;;GM44;;,EA,1.10101,,
17618,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000392158,棧板;;;1400x1110x125;;GM40,EA,0.284716,E15,
17619,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000393222,彈簧;壓縮;φ1.3xφ12.7x38Lx7;65Mn;鍍白鋅;GM15B,EA,1.057971,,
17620,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000397041,鏈條;傳動;;;鍍鉻;;PITCH 12.7,EA,1.067545,,
17621,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000397609,滑動輪;;;;黑色;Φ142;GM113;尼龍66+33%玻纖,EA,3.049551,,
17622,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000397655,調節桿;調整基座;;20#;;GM113;Φ12x170L;,EA,1.06483,,
17623,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000397661,軸套;凸輪;;20#;;GM113;Φ50X25.5L;四方錐套,EA,1.042328,,
17624,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000397746,支撐柱;腳墊;;20#;;GM113;Φ49.0x54L;,EA,1.013545,,
17625,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000397778,止擋環;握把;噴砂處理;;鍍鉻;ADC12;,EA,2.042354,,
17626,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000397779,端蓋;握把;噴砂處理;;鍍鉻;ADC12;,EA,2.018112,,
17627,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000397797,滑輪片;滑輪;;SPHC;240.0x117.0x32.4x3.0t;;GM11,EA,0.822447,,
17628,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000397800,鎖固片;滑輪;;SPHC;260.0x140.0x6.0t;;GM113;,EA,0.966881,,
17629,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000397803,"止擋片;滑輪;;SPHC;173x31.5x30x3.0t,電泳(黑色）;;GM",EA,0.992293,,
17630,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000397810,固定管;背墊;Φ50XΦ120X3.0tX624.5L;;;;GM113;,EA,0.699495,,
17631,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000397883,護蓋;;後;ABS PA-758;透明;;GM113;,EA,1.016681,E15,
17632,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000398047,保麗龍組;車架;;;;G7系列衍生,EA,0.568849,,
17633,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000399685,固定板;連接管;右下;SPHC;185x83.0x6.0t;;GM113;,EA,3.937452,,
17634,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000400393,固定片;腳墊調整;;SPHC;Φ80x6.0T;;GM128-KM;,EA,1.0,,
17635,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000400775,調整片;背墊;;SPHC;410.2x311x6.0t;鍍鉻;GM1113;,EA,1.0,,
17636,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401517,支撐管;座管;Φ50xΦ150x3.0tx1100L;,EA,0.532847,,
17637,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401518,座椅管;座椅;Φ50xΦ120x3.0tx1115L;,EA,0.532847,,
17638,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401544,連接管;;Φ50xΦ100x3.0tx354.5L;前上;,EA,0.532847,,
17639,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401590,連接管;;φ50x100x3.0tx1947L;;;Q195;,EA,0.532847,,
17640,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401591,立管;基座;φ50x100x3.0tx1300L;;;Q195;GM119;,EA,0.532847,,
17641,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401592,調整片;;;SPHC;294.2x201.8x8.0T;;GM119;,EA,1.0,,
17642,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401595,護片;止擋片;;SPHC;6.0T;;GM119;,EA,1.0,,
17643,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401598,管;擺臂;Φ50xΦ100x3.0tx560.5L;;;Q195;,EA,0.532847,,
17644,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401603,調整軸套;轉臂;;;;GM119;;,EA,1.0,,
17645,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401606,固定片;腿墊;;SPHC;228x65x8.0t;;GM119;,EA,1.0,,
17646,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401607,固定片;腿墊;二;SPHC;228x65x8.0t;;GM119;,EA,1.0,,
17647,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401608,轉軸-加工;腿墊;;車削;Φ20.0x87L;GM119;,EA,1.0,,
17648,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401611,凸輪焊接組;;;焊接;;GM119;,EA,1.0,,
17649,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401615,凸輪;;;UHMWPE;;;GM119;,EA,1.0,,
17650,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401616,鋼索-加工;;;壓鋼索頭;Φ6.35x2760L;GM119;LOOS,EA,0.431034,,
17651,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401651,包裝附件組;;;;;GM119-KM;,EA,0.655172,,
17652,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401652,保麗龍;基座;;;;GM119-KM;,EA,0.568966,,
17653,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401653,紙箱;基座;;;1400x1100x600;GM119-KM,EA,1.0,,
17654,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000401872,掛勾;主基管;;TPU;Black 6C;毛巾勾;GM113;,EA,1.016681,,
17655,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000402011,調整片;腿墊;;SUS304;;;GM119;,EA,1.0,,
17656,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000402051,止擋片;凸輪止擋;;PA66;;;GM124;U型;,EA,2.044204,,
17657,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000402369,鎖緊片;凸輪;;SPHC;Φ160x3.0t;;GM113;四方錐,EA,0.962963,,
17658,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000403018,支撐管;凸輪;φ50xφ100x3tx700L;二;;Q195;,EA,0.532847,,
17659,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000403371,限位柱;凸輪;;20#;鍍白鋅;GM113;Φ20x27.5L;,EA,3.041421,,
17660,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000403793,支撐柱;;;20#;;GM124;Φ16x53.0L;,EA,4.081748,,
17661,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000404050,握把;調整把手;下;ABS/PA746;黃色137C;;GM113;,EA,1.064163,,
17662,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000404051,握把;調整把手;上;ABS/PA746;黃色137C;;GM113;,EA,1.066236,,
17663,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000404073,旋轉座;調整把手;;SPHC;90x49x12t;;GM113;,EA,1.011345,,
17664,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000404589,調整片;背墊;;SPHC;403.9x247.4x90x3.0t;;GM113;,EA,1.0,,
17665,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000404987,固定片;配重塊;;SPHC;153x61.5x4.0T;;GM105;,EA,0.811542,,
17666,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000405004,固定片;弧形;;SPHC;185x83.0x3.0t;;GM113;,EA,3.942708,,
17667,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406161,軸套;;長;;;GM119;φ70.0x6.0tx346.0L;,EA,1.0,,
17668,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406168,軸套;凸輪;;Q235;;GM119;,EA,1.0,,
17669,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406170,鎖緊塊;壓腿;;20#;;GM119;;,EA,1.0,,
17670,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406171,固定銷;氣壓棒;;20#;;GM119;;,EA,1.0,,
17671,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406180,心軸;;;45#;鍍白鋅;GM119;φ38.1x146.5;,EA,1.0,,
17672,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406181,套筒;拉銷;;20#;;GM119;;,EA,2.0,,
17673,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406182,固定片;擺臂調整;;SPHC;65x76.8x8.0t;;GM119;,EA,0.824818,,
17674,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406183,軸套;腿墊;;20#;;GM119;,EA,1.0,,
17675,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406184,軸套;腿墊;;20#;;GM119;;,EA,1.0,,
17676,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406187,調整片;搖臂;;SPHC;214.7x130x35.5x8.0t;;GM119;,EA,1.0,,
17677,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406188,心軸;;;20CrMo;;GM119;;搖臂調整;,EA,1.0,,
17678,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406189,螺套;搖臂;;20#;;GM119;;,EA,1.0,E15,
17679,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406190,旋轉軸軸套;搖臂;;20#;;GM119;;,EA,1.0,,
17680,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406191,間隔軸套;擺臂;;20#;;GM119;,EA,1.0,,
17681,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406196,連接管;;φ50xφ100x3.0tx500L;,EA,0.532847,,
17682,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406197,銷套;腿墊;2;20#;;GM119;;,EA,1.0,E15,
17683,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406198,套筒;握把;;20#;;GM119;;腿墊,EA,0.635037,E15,
17684,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406201,固定片;氣壓棒;;SPHC;48.9x40.0x5.0t;;GM119;,EA,1.0,,
17685,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406202,止擋環;;;20#;;GM119;φ38.1x17;,EA,1.0,,
17686,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406203,氣壓棒;;40KG;Φ18X305L;;;GM119;,EA,1.0,,
17687,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406464,插座;電源開關;;PA66+20%玻纖;;110x58x16;SSA;,EA,1.012437,,
17688,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406912,固定管;把手;Φ50.0xΦ100.0x3.0Tx446;;;Q195;GM11,EA,0.532847,,
17689,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000406983,支撐板;車架護蓋;上;SPHC;254x23.0x34.0x3.0t;;GM11,EA,0.986193,,
17690,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000407026,止擋片;鋼索;2;PA66+GF30%;;91.5x33.5x30;GM113;,EA,2.032922,,
17691,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000407114,套管;調整拉銷;;Q195;;GM119;Φ38.1x3.0tx230L;,EA,0.532847,,
17692,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000407122,調整拉銷;;;焊接;;GM119;,EA,1.0,,
17693,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000407148,軸套;;;20#;;GM119;Φ70.0x120;,EA,1.0,,
17694,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000407199,五金零件包;組裝;;;GM119;,EA,1.0,,
17695,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000407841,固定片;座椅;後;SPHC;254x50x8T;;GM119;,EA,1.0,,
17696,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000408107,塑膠環;保護;側;ABS PA757S;;Φ146x10L;GM114;,EA,1.052224,,
17697,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000408327,止擋板;凸輪;;SPHC;Φ160x4.0;;GM119;,EA,0.979381,,
17698,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000408343,止擋桿;;;20#;;GM119;;,EA,1.0,,
17699,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000408854,擋墊;凸輪;;PU;黑色/Black C;優力膠;GM127-KM;,EA,4.150024,,
17700,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000411324,EN貼標;;;;消銀龍;;英文;GM119-KM,EA,2.0,E15,
17701,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000411785,珍珠棉;;;;;GM113,EA,0.431034,E15,
17702,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000411806,操作面板;;;;;GM111,EA,1.016736,,
17703,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000412848,固定架;護板;上;SPHC;128.8x35x11.5x1.0t;;GM113;,EA,1.972386,,
17704,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000412881,指示貼標;把手;;黃色;PC;;;GM119;,EA,1.0,,
17705,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000413039,貼標;擺臂調整;;;PC;;;GM119,EA,1.0,,
17706,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000413040,貼標;腿墊調整;;;PC;;;GM119,EA,1.0,,
17707,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000413041,貼標;壓腿墊;調整;;PC;;;GM119,EA,1.0,,
17708,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000413042,貼標;背墊調節;;;PC;;;GM119,EA,1.0,,
17709,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000413468,連接桿;座椅調整;GM113;;噴砂處理;ADC12;毛坯,EA,3.0,E15,
17710,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000413780,軸承套;基座;;ABS/PA757;137C;φ55x8;GM40;,EA,1.0,,
17711,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000414322,連接桿;調整;GM113;;噴砂處理;ADC12;毛坯（八孔）,EA,1.119048,E15,
17712,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000414666,止檔片;凸輪;;SPHC;53.1x48x5.0t;;GM119;,EA,1.0,,
17713,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000414668,橡膠條;止擋;;橡膠(SBR);黑色/Black C;16x25x2.0t;GM,EA,2.0,,
17714,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000415168,轉軸-加工;調整;;鍍白鋅;Φ18x37.5L;GM113;,EA,1.05814,,
17715,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000415775,"襯套;;銅90%,錫10%;Φ12xΦ18x8L;GM113",EA,2.15625,,
17716,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000416482,止擋墊;擺臂支撐;;PU;黑色/Black C;;GM117;含嵌件,EA,1.0,,
17717,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000420363,防護片;凸輪;;SPHC;3.0T;;GM119;,EA,1.0,,
17718,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000425423,軸承;滾珠;6006zz;Φ30XΦ55X13T;長城;C3;,EA,4.194232,,
17719,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000425424,軸承;滾珠;6205LUZ(TUTZ)/C3;;長城;深溝,EA,2.0,,
17720,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000431150,軸套;;;20#;;GM114;φ23X56L;,EA,5.999688,,
17721,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000437247,棧板;;;840x370x140mm;實木棧板;UV2共用,EA,0.986442,E15,
17722,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000437248,紙板;;;848x376x680mm;B瓦楞圍框;UV2共用,EA,1.0,E15,
17723,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000443239,調整手柄;調整插銷;20#;鍛造;;;;GM113,EA,1.06483,,
17724,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000443689,說明書;;;;網址;喬山標準-Matrix專用,EA,1.00601,,
17725,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000445330,鐵板;;SPHC;4.0T;;,EA,0.147747,E15,
17726,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000452709,端蓋;握把;噴砂處理;;鍍鉻;ADC12;GM226,EA,2.067854,,
17727,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000454297,泡棉;;;Φ24x5.0tx125L;;GM213,EA,2.14337,,
17728,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000458911,紙板;;;850x380x680mm;B瓦楞圍框;UV2共用;無印刷檔,EA,1.0,E15,
17729,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000463037,管端塞;;;EPDM;深灰 Pantone 446C;φ50.5x100;PL0,EA,3.069162,,
17730,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000465619,護蓋;車架;上;ABS/PA757;黑色/Black C;;AS2007;,EA,1.016468,,
17731,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000465620,托盤;水壺車架;;EPDM;P426C;;AS2007;,EA,1.016468,,
17732,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000465621,護蓋;車架;前;ABS/PA757;黑色/Black C;;AS2007;,EA,1.016468,,
17733,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000466118,珍珠棉;;;;GM111;,EA,1.017234,E15,
17734,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000468959,選擇片組;半成品;;;12.5磅;;GM228;4片/箱,EA,1.058766,E15,
17735,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000468960,選擇片組;半成品;;;12.5磅;;GM128;5片/箱,EA,3.132177,E15,
17736,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000483126,管;橢圓型;STK41;Φ30x60x3.0Tx5800;;,EA,0.007207,,
17737,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000483429,連接管;座管;Φ50xΦ150x3.0tx329L;;;;GM113,EA,0.563131,,
17738,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000485674,打包帶;;;12063-33-3000M;PP;9.5kg/卷,KG,0.163335,E15,
17739,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000486466,塑膠布;;;4860x1810x0.04t;;,EA,0.862069,E15,
17740,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000487536,塑膠布;;;1200x1200x0.03;;GT18,EA,8.058116,E15,
17741,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000488477,珍珠棉;車架;;150x100x5T;;UV2共用,EA,1.0,E15,
17742,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000488485,氣泡紙;;;;2500x300x0.04;GM116,EA,3.986427,E15,
17743,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000489169,警告貼標組;;;;;多國語言;GT18;,EA,1.0,,
17744,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000491573,鋼索-加工;;;壓鋼索頭;Φ6.35x2760L;GM119;,EA,0.568966,,
17745,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492504,上層選擇片組;;;;;霧黑(Black Matte);GM111F;,EA,1.028429,,
17746,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492510,襯套;上層選擇片;;;黑色/Black C;;GM111F;IGUS B160,EA,4.075296,,
17747,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492514,固定架;計數器;;SPHC;285.6x25x2.0t;;GM111F;,EA,0.994522,,
17748,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492518,護蓋;輔助選擇片;上;ABS;黑色;;GM111F;,EA,1.014975,,
17749,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492521,轉動輪;輔助選擇片;上;ABS;黑色;;GM111F;,EA,1.018823,,
17750,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492522,塑膠座;輔助選擇片;上;PA66;黑色;;GM111F;,EA,0.999869,,
17751,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492523,永久磁鐵;;;;;4500高斯;輔助選擇片;GM111F,EA,8.000184,E15,
17752,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492524,固定架;輔助選擇片;上;PA66;黑色;;GM111F;,EA,1.0,,
17753,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492525,塑膠盤;輔助選擇片;;PA66;黑色;;GM111F;,EA,1.01714,,
17754,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492527,軸承座;輔助選擇片;;PA66;黑色;;GM111F;包膠,EA,2.037648,,
17755,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492530,拉銷組;組裝;;選擇片;GM111F;;,EA,1.01611,,
17756,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492569,支撐管;車架;50x200x1234.4L;左;;Q195;GM121F,EA,0.81388,,
17757,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492573,支撐管;選擇片;150x75x3tx735L;下;;;GM111F,EA,0.79647,,
17758,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492608,滑軌;輔助選擇片;;30x15x990L;AL;陽極處理;GM111F;,EA,2.038684,,
17759,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492611,橡膠塊;;;NBR橡膠;黑色;60x35x20;GM111F;,EA,1.017087,,
17760,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492624,固定片;車架;;SPHC;125x85x2T;;GM111F;,EA,3.905864,,
17761,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492625,固定片;護蓋;上;SPHC;174x50x4T;;GM111F;,EA,1.972602,,
17762,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492628,支撐管;腳墊;60x30x3Tx71.5L;;;;GM111F,EA,1.553213,,
17763,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492629,支撐片;皮帶輪;上;SPHC;675x150x157.5x3T;;GM111F;,EA,0.986301,,
17764,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492630,支撐板;底架;;SPHC;224x100x6.0t;;GM111F;,EA,1.952932,,
17765,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492631,固定片;腳墊;;SPHC;270x64x5.0t;;GM111F;,EA,0.976466,,
17766,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492632,支撐片;滑輪;下;SPHC;181x170x148x3T;;GM111F;,EA,0.986301,,
17767,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492633,固定板;護蓋;下;SPHC;212.7x125x1t;;GM111F;,EA,1.972386,,
17768,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492640,輔助選擇片;;3.125LBS;;;SPHC;GM113F,EA,1.0,,
17769,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000492641,輔助選擇片;;6.25LBS;;;SPHC;GM113F,EA,1.0,,
17770,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000493100,塑膠墊;腳墊;下;PP;黑色;;GM111F;,EA,3.043002,,
17771,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000495386,端塞;橢圓管;;EPDM;深灰色;Φ50.0x120.0x3.0t;PL212;,EA,4.034532,,
17772,MGM1291-34,MF;G7-S72-03;GM119S;KM;NA;M,EA,1000495391,端塞;橢圓管;;EPDM;;Φ50x150x3T;GM106;,EA,1.03089,,
